       1270.7931    -0.098743659       2.6164500
       1271.0854      -3.9665243       2.4370080
       1271.3785      -5.2778279       2.3220370
       1271.6710       1.5645932       2.4639660
       1271.9642      0.67931671       2.3159190
       1272.2569      -1.0901956       2.2857150
       1272.5495      0.86828250       2.4080050
       1272.8430       1.6723492       2.5130430
       1273.1358     -0.21839843       2.5566930
       1273.4294     0.061938133       2.6322440
       1273.7223       1.7768066       2.6645530
       1274.0160      -1.6389405       2.5442340
       1274.3091       2.2342397       2.7543530
       1274.6023      -1.9704259       2.5555760
       1274.8962      -1.1194024       2.5401520
       1275.1895     -0.15716715       2.5596300
       1275.4836      -1.9103334       2.4719360
       1275.7770       1.2728782       2.5056120
       1276.0712       4.6432983       2.6058640
       1276.3647       1.2867306       2.4955300
       1276.6590     -0.45035473       2.4898980
       1276.9527      0.96564190       2.4853780
       1277.2465      0.94186410       2.4551960
       1277.5410       4.0955842       2.4923820
       1277.8349      -2.4205646       2.4424410
       1278.1296       1.7543738       2.5395730
       1278.4236     -0.24537672       2.5662850
       1278.7184      -1.5583198       2.5712740
       1279.0126       4.5439656       2.6680420
       1279.3068       2.3850059       2.5327790
       1279.6018      -1.4634246       2.3455770
       1279.8962      -2.3826890       2.3301430
       1280.1913      -4.9588107       2.1960230
       1280.4858      -3.9588373       2.1491400
       1280.7811      -1.0488642       2.1807260
       1281.0758      0.70810140       2.2365450
       1281.3705     -0.88768173       2.2393800
       1281.6660      -1.8805670       2.2986130
       1281.9608      0.89626216       2.5751360
       1282.2564       2.1091755       2.8058020
       1282.5514     0.073768130       2.8074700
       1282.8472      -2.9244538       2.6126600
       1283.1423      0.26760337       2.4723050
       1283.4375     0.026978283       2.3456940
       1283.7334     -0.22316970       2.3356570
       1284.0287       2.9932936       2.3355250
       1284.3248       4.3618033       2.2976210
       1284.6203       1.8593908       2.2478110
       1284.9165      0.35517479       2.2602030
       1285.2121       1.0660349       2.3254700
       1285.5078       2.2641141       2.3116430
       1285.8042      -2.6244529       2.1201800
       1286.1000       2.2093133       2.1445260
       1286.3966      -4.1336267       2.0166530
       1286.6925       1.5094487       2.1047930
       1286.9892       3.4450816       2.1977810
       1287.2853     -0.84669398       2.1860960
       1287.5814       1.9318238       2.3860350
       1287.8784      0.85004173       2.4481240
       1288.1746      -1.5362012       2.3444070
       1288.4717     -0.45853264       2.3915930
       1288.7681      -4.1603007       2.2485540
       1289.0653       2.6085192       2.3460630
       1289.3618       1.3981486       2.2871980
       1289.6584      0.56890013       2.2480540
       1289.9558     0.013469507       2.2783320
       1290.2526      -1.1778455       2.2741910
       1290.5501       2.7684451       2.3767550
       1290.8470     0.098802563       2.3497200
       1291.1447      -1.4598020       2.3401170
       1291.4417       1.1714151       2.3216260
       1291.7388      0.25813937       2.1778320
       1292.0367       5.2418274       2.1621800
       1292.3339      0.62151171       2.0168680
       1292.6319      -3.9099661       1.9490010
       1292.9293     -0.60762006       2.0351490
       1293.2274       3.0771736       2.1199790
       1293.5249       3.5639019       2.2193880
       1293.8225      -1.1278748       2.2238790
       1294.1208       3.8627738       2.3529140
       1294.4186       3.5949348       2.3623370
       1294.7170      -2.2936351       2.1990310
       1295.0149      0.91921530       2.2002350
       1295.3135      0.89365073       2.1269120
       1295.6115     -0.80451833       2.0345630
       1295.9096      0.97045244       2.0431520
       1296.2084     -0.97065861       1.9681570
       1296.5066      -1.8205825       1.9477440
       1296.8056      0.26505083       2.0582530
       1297.1039       1.5617265       2.0615380
       1297.4030       1.1001897       2.1444740
       1297.7015      -1.4218576       2.2203390
       1298.0000      -1.3589770       2.3172080
       1298.2993      0.69353234       2.3797210
       1298.5980      0.87679421       2.3356180
       1298.8974       1.4162028       2.2735420
       1299.1962       3.1732175       2.2388510
       1299.4959      -4.4258031       1.9553730
       1299.7948     -0.29141062       2.0836430
       1300.0945      -2.0175790       2.0024190
       1300.3936       2.2666863       2.0701160
       1300.6928       2.4986328       2.1242580
       1300.9927     0.019065439       2.1008250
       1301.2920      -2.2928203       2.1210250
       1301.5921     -0.87233710       2.2769890
       1301.8915       3.3796289       2.4133750
       1302.1917       1.4378109       2.2505280
